Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
arecanut  fresh ,244.736,2.73,3.389,5.51,45.0,7.63,4.72,34.03,1.04,47.6,90.48,329.0,5.53,0.56,0.71,1.36,0.0,0.0,0.038,0.031,0.74,0.25,26.51,0.0,0.0,0.06,0.0,250,0
cabbage red ckd bld drnd wsalt,29.0,1.51,0.011,0.09,6.94,2.6,3.32,42.0,0.66,17,33.0,262.0,244.0,0.25,0.054,0.223,2.3,10.8,0.071,0.06,0.382,0.225,24.0,0.0,2.0,0.12,0.0,7657,0
pasta whl grain 51 whl wheat remaining unenr semolina ckd,159.0,5.82,0.239,1.5,31.51,4.6,0.85,12.0,1.65,45,110.0,77.0,6.0,1.12,0.199,1.032,34.2,0.0,0.157,0.103,2.887,0.0969999999999999,20.0,0.0,0.0,0.1,0.0,136,0
potatoes french fr stk fries salt added in proc frz as prch,133.0,2.19,0.688,3.39,23.51,1.9,0.2,9.0,0.65,21,78.0,400.0,317.0,0.36,0.092,0.161,0.4,18.4,0.098,0.072,2.005,0.168,38.0,0.0,0.0,0.08,0.0,258,0
butterbur ckd bld drnd wosalt,8.0,0.23,0.0,0.02,2.16,0.0,0.0,59.0,0.1,8,7.0,354.0,4.0,0.09,0.059,0.156,0.9,18.9,0.01,0.01,0.1,0.052,4.0,0.0,1.0,0,0.0,9767,0
kashi pesto pasta primavera frz unprep,101.0,3.8,0.7,3.8,13.0,2.4,1.4,65.0,0.9,0,0.0,143.0,265.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0,0.0,4865,0
fruit cocktail cnd ex hvy syrup solliquids,88.0,0.39,0.01,0.07,22.89,1.1,0.0,6.0,0.28,5,11.0,86.0,6.0,0.08,0.067,0.142,0.0,1.9,0.018,0.019,0.368,0.049,3.0,0.0,10.0,0,0.0,1511,0
campbell's red  white bf w veg  barley soup cond,71.0,3.97,0.794,1.19,11.9,2.4,1.59,0.0,0.57,0,0.0,119.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,979,0
gravy campbell's au jus,8.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,87,0
fluid replcmnt electrolyte soln (include pedialyte),10.0,0.0,0.0,0.0,2.45,0.0,2.45,10.0,0.0,1,10.0,77.0,101.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3323,0
mithun  round ,115.915,19.61,1.442,4.1,0.0,0.0,0.0,5.32,2.18,22.23,190.0,338.0,28.42,3.47,0.09,0.01,14.81,0.0,0.02,0.05,5.3,0.29,1.86,0.0,0.0,0.3,0.0,6975,0
beef aus imp wgu smlendrib stkrst bnless  mrb scr 45 raw,234.0,20.35,6.536,16.93,0.0,0.0,0.0,4.0,1.89,0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4190,0
pumpkin  orange  round ,23.183,0.84,0.04458,0.16,4.0,2.56,2.97,23.06,0.36,10.43,22.18,253.0,8.81,0.11,0.06,0.07,0.37,8.04,0.03,0.03,0.41,0.08,24.14,0.0,16.8,0.6,0.0014,1955,0
pepperidge farm farmhouse sourdough bread,269.0,0.01,0.88,3.53,50.3,1.6,4.7,51.0,2.84,0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,1.0,0.3,0.35,3.84,0.0,0.0,0.0,0.0,0,0.0,1586,0
beverages coffee brewed prep w tap h2o,1.0,0.12,0.002,0.02,0.0,0.0,0.0,2.0,0.01,3,3.0,49.0,2.0,0.02,0.002,0.023,0.0,0.0,0.0139999999999999,0.076,0.191,0.001,2.0,0.0,0.0,0.01,0.0,5693,0
pork  shoulder,237.327,17.41,6.887,18.83,0.0,0.0,0.0,9.95,0.91,15.01,157.0,234.0,54.47,2.08,0.23,0.02,13.26,0.0,0.18,0.1,4.22,0.41,6.7,0.0,0.0,0.3,0.0,6491,0
beverages pepsico quaker gatorade g performance o 2 rtd,26.0,0.0,0.0,0.0,6.43,0.0,5.24,1.0,0.05,0,10.0,15.0,39.0,0.01,0.006,0.013,0.0,0.4,0.011,0.0,0.22,0.022,0.0,0.0,0.0,0,0.0,9998,0
collards frz chopd ckd bld drnd wsalt,36.0,2.97,0.04,0.41,7.1,2.8,0.57,210.0,1.12,30,27.0,251.0,286.0,0.27,0.055,0.663,1.5,26.4,0.047,0.115,0.635,0.114,76.0,0.0,575.0,1.25,0.0,5619,0
hlthy rqst mcrwvbl bwl grll chick ssage gmb,53.0,2.86,0.408,1.22,7.35,0.8,1.63,16.0,0.29,0,0.0,249.0,167.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4598,0
babyfood dssrt dutch appl str,75.0,0.2,0.19,0.4,19.74,1.4,17.89,5.0,0.2,2,3.0,33.0,0.0,0.01,0.059,0.0,0.2,21.4,0.011,0.013,0.048,0.011,1.0,0.0,2.0,0.04,0.0,4472,0
campbell's red  white chick gumbo soup cond,48.0,1.59,0.397,0.79,7.94,0.8,1.59,16.0,0.0,0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5136,0
campbell's spaghettios w meatballs -,87.0,4.37,0.971,2.43,11.65,1.5,3.4,49.0,1.75,0,121.0,248.0,238.0,0.0,0.0,0.0,0.0,2.9,0.073,0.083,1.456,0.0,0.0,0.0,0.0,0,0.5,7262,0
beverages veg  fruit juc blend w added vitamins a c e,46.0,0.3,0.0,0.01,11.15,0.0,10.37,8.0,0.31,7,1.0,101.0,29.0,0.01,0.012,0.0,0.0,28.5,0.001,0.001,0.013,0.016,3.0,0.0,36.0,0.87,0.0,4610,0
cracker barrel steak fries,255.0,3.26,2.369,13.18,30.87,3.5,0.86,19.0,0.69,32,117.0,551.0,43.0,0.42,0.123,0.182,0.0,0.9,0.117,0.0559999999999999,2.417,0.236,29.0,0.0,0.0,1.34,0.0,4157,0
persimmons japanese raw,70.0,0.58,0.02,0.19,18.59,3.6,12.53,8.0,0.15,9,17.0,161.0,1.0,0.11,0.113,0.355,0.6,7.5,0.03,0.02,0.1,0.1,8.0,0.0,81.0,0.73,0.0,9295,0
edamame frz prep,121.0,11.91,0.62,5.2,8.91,5.2,2.18,63.0,2.27,64,169.0,436.0,6.0,1.37,0.345,1.024,0.8,6.1,0.2,0.155,0.915,0.1,311.0,0.0,15.0,0.68,0.0,6457,0
pumpkin leaves raw,19.0,3.15,0.207,0.4,2.33,0.0,0.0,39.0,2.22,38,104.0,436.0,11.0,0.2,0.133,0.355,0.9,11.0,0.094,0.128,0.92,0.207,36.0,0.0,97.0,0,0.0,8042,0
campbell's red  white broccoli chs soup cond,81.0,1.61,1.613,3.63,9.68,0.0,2.42,32.0,0.0,0,0.0,234.0,661.0,8.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1571,0
pears cnd h2o pk solliquids,29.0,0.19,0.002,0.03,7.81,1.6,6.1,4.0,0.21,4,7.0,53.0,2.0,0.09,0.051,0.034,0.0,1.0,0.008,0.01,0.054,0.0139999999999999,1.0,0.0,0.0,0.08,0.0,9618,0
mint leaves,37.045,4.66,0.125,0.65,2.39,5.89,0.08,205.0,8.56,110,65.25,539.0,16.87,0.75,0.37,1.06,10.79,17.16,0.02,0.19,0.74,0.17,106.0,0.0,553.0,0.46,0.00337,3101,0
naranjilla (lulo) pulp frz unswtnd,25.0,0.44,0.0,0.22,5.9,1.1,3.74,8.0,0.35,11,12.0,200.0,4.0,0.1,0.0279999999999999,0.067,0.4,3.2,0.045,0.0,1.45,0.107,3.0,0.0,28.0,0.75,0.0,7128,0
blueberries wild frz,57.0,0.0,0.03,0.16,13.85,4.4,0.0,17.0,0.58,7,13.0,68.0,3.0,0.67,0.0,2.87,0.0,1.7,0.03,0.0069999999999999,0.61,0.02,0.0,0.0,3.0,0.26,0.0,5726,0
soup chs cnd cond,82.0,0.8,2.45,3.92,11.3,2.2,3.73,36.0,0.15,12,33.0,37.0,692.0,0.15,0.1,0.2,3.6,0.2,0.013,0.105,0.31,0.02,3.0,0.0,69.0,0.56,0.0,1009,0
broccoli raw,34.0,2.82,0.039,0.37,6.64,2.6,1.7,47.0,0.73,21,66.0,316.0,33.0,0.41,0.049,0.21,2.5,89.2,0.071,0.117,0.639,0.175,63.0,0.0,31.0,0.78,0.0,7146,0
beverages tea grn ready to drk ginseng  honey swtnd,30.0,0.0,0.0,0.18,7.16,0.0,6.87,3.0,0.02,1,0.0,5.0,2.0,0.01,0.005,0.12,0.0,7.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8822,0
campbell's red  white golden mushroom soup cond,65.0,1.61,0.806,2.82,8.06,0.8,0.81,0.0,0.0,0,0.0,548.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5656,0
pineapple cnd lt syrup pk solliquids,52.0,0.36,0.009,0.12,13.45,0.8,12.65,14.0,0.39,16,7.0,105.0,1.0,0.12,0.103,1.097,0.4,7.5,0.091,0.025,0.292,0.074,5.0,0.0,2.0,0.01,0.0,5600,0
cress garden ckd bld drnd wsalt,23.0,1.9,0.02,0.6,3.8,0.7,3.11,61.0,0.8,26,48.0,353.0,244.0,0.15,0.114,0.372,0.9,23.0,0.06,0.16,0.8,0.157,37.0,0.0,232.0,0.5,0.0,6926,0
beverages cranberry-apricot juc drk btld,64.0,0.2,0.0,0.0,16.2,0.1,0.0,9.0,0.15,3,5.0,61.0,2.0,0.04,0.015,0.125,0.0,0.0,0.005,0.01,0.12,0.02,1.0,0.0,23.0,0,0.0,5394,0
beverages ocean spray lt cranberry  raspberry flav juc,26.0,0.73,0.001,0.0,5.77,0.7,5.02,4.0,0.04,3,4.0,47.0,2.0,0.02,0.009,0.031,0.0,32.9,0.0,0.0,0.026,0.0,0.0,0.0,1.0,0,0.0,9650,0
rice brown medium-grain ckd,112.0,2.32,0.165,0.83,23.51,1.8,0.0,10.0,0.53,44,77.0,79.0,1.0,0.62,0.081,1.097,0.0,0.0,0.102,0.012,1.33,0.149,4.0,0.0,0.0,0,0.0,1126,0
ridge gourd  smooth skin ,15.296,0.98,0.04307,0.13,2.24,1.85,0.41,14.96,0.5,17.66,39.25,125.0,6.27,0.26,0.09,0.15,0.0,8.1,0.02,0.01,0.21,0.09,27.36,0.0,23.4,0.02,0.0003399999999999,3598,0
sauce barbecue kc masterpiece original,160.0,1.0,0.0,0.52,37.92,1.4,30.95,40.0,1.09,16,24.0,277.0,613.0,0.22,0.072,0.178,0.0,0.2,0.027,0.073,0.787,0.093,0.0,0.0,14.0,0.96,0.0,4790,0
mission foods mission flr tortillas soft taco 8 inch,287.0,8.7,0.695,6.0,49.6,0.0,0.0,191.0,1.99,0,0.0,0.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2518,0
rice  vermicelli mix bf flavor prep w 80 margarine,129.0,2.82,0.682,3.2,22.03,0.6,0.0,10.0,0.88,10,33.0,48.0,364.0,0.42,0.054,0.261,7.5,0.0,0.163,0.018,1.353,0.015,0.0,0.0,0.0,0.27,0.0,7293,0
babyfood veg carrots jr,32.0,0.8,0.036,0.2,7.2,1.7,3.16,23.0,0.39,11,20.0,202.0,49.0,0.18,0.047,0.0,0.2,5.5,0.024,0.0409999999999999,0.497,0.08,17.0,0.0,591.0,0.52,0.0,7,0
squash winter acorn raw,40.0,0.8,0.021,0.1,10.42,1.5,0.0,33.0,0.7,32,36.0,347.0,3.0,0.13,0.065,0.167,0.5,11.0,0.14,0.01,0.7,0.154,17.0,0.0,18.0,0,0.0,1506,0
pomegranate  maroon seeds ,54.731,1.33,0.0425,0.15,11.58,2.83,10.87,10.65,0.31,11.07,27.2,206.0,2.13,0.18,0.13,0.13,0.55,12.69,0.06,0.01,0.2,0.29,38.64,0.0,0.58,0.03,0.109,5040,0
ice creams breyers all nat lt mint choc chip,196.0,4.69,4.48,7.09,28.39,0.6,25.38,160.0,0.52,0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3652,0
mushrooms portabella grilled,29.0,3.28,0.064,0.58,4.44,2.2,2.26,3.0,0.4,13,135.0,437.0,11.0,0.65,0.389,0.067,21.9,0.0,0.072,0.403,6.255,0.122,19.0,0.0,0.0,0,0.3,8833,0
babyfood cherry cobbler jr,78.0,0.3,0.02,0.1,19.2,0.2,10.39,5.0,0.1,2,6.0,45.0,0.0,0.05,0.01,0.02,0.9,9.3,0.01,0.01,0.06,0.02,2.0,0.0,2.0,0.03,0.0,5390,0
colocasia  stem  green ,19.359,0.91,0.0675299999999999,0.22,2.86,2.33,0.25,40.21,0.55,19.56,30.73,414.0,0.6,0.2,0.08,0.37,1.48,5.83,0.02,0.03,0.22,0.07,25.32,0.0,1.25,0.09,0.00014,678,0
vitasoy usa organic nasoya soft tofu,70.0,8.76,0.5,3.5,0.74,0.6,0.3,130.0,1.1,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,471,0
bread pita white unenr,275.0,9.1,0.166,1.2,55.7,2.2,0.0,86.0,1.4,26,97.0,120.0,536.0,0.84,0.168,0.481,0.0,0.0,0.267,0.0969999999999999,2.142,0.034,24.0,0.0,0.0,0,0.0,4708,0
apricot nectar cnd w vit c,56.0,0.37,0.006,0.09,14.39,0.6,13.24,7.0,0.38,5,9.0,114.0,3.0,0.09,0.073,0.032,0.2,17.6,0.009,0.0139999999999999,0.26,0.022,1.0,0.0,66.0,0,0.0,5961,0
beans bkd cnd wporktomato sau,94.0,5.15,0.293,0.93,18.69,4.0,5.67,56.0,3.24,34,116.0,295.0,437.0,5.48,0.213,0.302,4.7,3.0,0.052,0.046,0.494,0.063,15.0,0.0,4.0,0.1,0.0,9629,0
orange juc chilled incl from conc,49.0,0.68,0.0139999999999999,0.12,11.54,0.3,8.31,11.0,0.13,11,17.0,178.0,2.0,0.07,0.042,0.023,0.1,33.6,0.046,0.039,0.28,0.076,19.0,0.0,2.0,0.2,0.0,4314,0
beef  lungs,83.889,15.66,1.198,2.28,0.0,0.0,0.0,9.31,6.85,11.6,172.0,216.0,109.0,1.52,0.2,0.07,16.69,0.0,0.09,0.12,3.13,0.23,6.98,0.0,0.0,0.11,0.0,6996,0
amaranth leaves ckd bld drnd wsalt,21.0,2.11,0.05,0.18,4.11,0.0,0.0,209.0,2.26,55,72.0,641.0,257.0,0.88,0.158,0.861,0.9,41.1,0.02,0.134,0.559,0.177,57.0,0.0,139.0,0,0.0,7573,0
grapefruit raw pinkred all areas,42.0,0.77,0.021,0.14,10.66,1.6,6.89,22.0,0.08,9,18.0,135.0,0.0,0.07,0.032,0.022,0.1,31.2,0.043,0.031,0.204,0.053,13.0,0.0,58.0,0.13,0.0,9395,0
pace traditional refried bns,67.0,4.17,0.0,0.0,10.83,4.2,2.5,33.0,0.9,0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7878,0
yautia (tannier) raw,98.0,1.46,0.0819999999999999,0.4,23.63,1.5,0.0,,0.98,24,51.0,598.0,21.0,0.5,0.257,0.186,0.7,5.2,0.0969999999999999,0.04,0.667,0.237,17.0,0.0,0.0,0,0.0,3478,0
country hen  thigh  with skin,187.615,18.29,0.61,12.82,0.0,0.0,0.0,20.12,1.4,24,232.0,330.0,51.14,2.16,0.4,0.02,18.33,0.0,0.11,0.13,3.62,0.42,10.42,0.0,0.0,0.55,0.0,4652,0
wild rice cooked,101.0,3.99,0.049,0.34,21.34,1.8,0.73,3.0,0.6,32,82.0,101.0,3.0,1.34,0.121,0.282,0.8,0.0,0.052,0.087,1.287,0.135,26.0,0.0,0.0,0.24,0.0,874,0
prego pasta mushrm  grlic ital sau rts,62.0,1.54,0.0,1.92,10.0,2.3,7.69,15.0,0.55,0,0.0,331.0,362.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,870,0
mori-nu tofu silken ex firm,55.0,7.4,0.3,1.9,2.0,0.1,0.99,31.0,1.19,27,100.0,154.0,63.0,0.6,0.2,0.0,0.0,0.0,0.079,0.034,0.235,0.011,0.0,0.0,0.0,0,0.0,2071,0
soup bean wbacon cond single brand,117.0,6.5,0.601,2.1,18.0,4.6,0.0,0.0,1.37,0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7215,0
sauce cocktail rts,124.0,1.36,0.0,1.05,28.22,1.8,11.83,26.0,0.83,17,30.0,309.0,983.0,0.38,0.111,0.148,2.2,11.6,0.021,0.047,0.82,0.08,17.0,0.0,18.0,1.08,0.0,8402,0
carrots cnd no salt solliquids,23.0,0.59,0.024,0.14,5.36,1.8,2.46,31.0,0.52,9,20.0,158.0,34.0,0.29,0.103,0.45,0.4,2.0,0.019,0.027,0.421,0.112,8.0,0.0,558.0,0.73,0.0,5027,0
mango  ripe  gulabkhas ,49.951,0.52,0.18,0.53,10.32,1.67,8.13,19.33,0.38,11.53,10.66,115.0,1.39,0.06,0.07,0.11,2.05,27.65,0.03,0.04,0.23,0.13,84.35,0.0,0.0,0.2,0.00391,5409,0
tangerines (mandarin oranges) cnd lt syrup pk,61.0,0.45,0.012,0.1,16.19,0.7,15.49,7.0,0.37,8,10.0,78.0,6.0,0.24,0.044,0.032,0.4,19.8,0.053,0.044,0.445,0.042,5.0,0.0,42.0,0.1,0.0,7423,0
potatoes mshd dehyd prep fr grnls womilk whl milkbutter,108.0,2.05,3.056,4.96,14.36,2.2,0.0,35.0,0.19,19,60.0,144.0,257.0,0.25,0.022,0.003,1.3,6.0,0.079,0.077,0.764,0.009,8.0,0.0,43.0,0,0.0,7313,0
cranberry juc blend 100 juc btld w added vit c  ca,45.0,0.27,0.002,0.12,10.91,0.1,9.8,19.0,0.08,5,8.0,76.0,6.0,0.05,0.016,0.067,0.1,31.5,0.005,0.015,0.094,0.018,18.0,0.0,1.0,0.01,0.0,3506,0
campbell's lo na soups crm of mushroom soup,54.0,1.01,0.839,2.68,6.38,0.0,2.01,13.0,0.0,0,0.0,57.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6785,0
smart soup thai cocnt curry,36.0,0.8,0.35,1.06,6.5,1.0,3.7,19.0,0.0,0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9174,0
cereals farina enr ckd w h2o wo salt,53.0,1.82,0.066,0.34,10.92,0.8,0.76,97.0,5.33,7,37.0,23.0,18.0,0.23,0.0409999999999999,0.196,3.0,0.0,0.126,0.065,1.493,0.096,17.0,0.0,0.0,0.04,0.0,1436,0
campbell's red  white italian style w,71.0,3.17,0.794,1.98,9.52,2.4,1.59,32.0,0.57,0,0.0,0.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7213,0
campbell's homestyle chick noodle soup cond,51.0,2.36,0.34,1.28,7.53,0.8,1.11,11.0,0.38,8,43.0,22.0,739.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3514,0
english muffins whl grain white,245.0,7.02,0.0,1.75,50.17,3.5,1.75,140.0,2.53,33,127.0,130.0,386.0,0.97,0.164,0.0,17.3,0.0,0.263,0.179,2.105,0.0559999999999999,21.0,0.0,0.0,0.25,0.0,6825,0
tortilla incl pln  from mutton sndwch (navajo),237.0,7.28,0.296,0.95,49.94,2.4,2.75,70.0,3.81,19,146.0,105.0,482.0,0.32,0.102,0.268,16.6,0.0,0.37,0.114,4.125,0.06,11.0,0.0,0.0,0.19,0.0,7644,0
beverages carb grape soda,43.0,0.0,0.0,0.0,11.2,0.0,0.0,3.0,0.08,1,0.0,1.0,15.0,0.07,0.022,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5406,0
pears cnd ex lt syrup pk solliquids,47.0,0.3,0.006,0.1,12.2,1.6,0.0,7.0,0.2,5,7.0,45.0,2.0,0.07,0.07,0.033,0.0,2.0,0.01,0.02,0.4,0.0139999999999999,1.0,0.0,0.0,0,0.0,5090,0
supper meal kits savory pork chops w herb stuffing,181.0,5.91,0.591,1.18,36.64,2.4,4.73,0.0,0.0,0,0.0,0.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10181,0
okra frozen unprepared,30.0,1.69,0.065,0.25,6.63,2.2,2.97,81.0,0.57,43,42.0,211.0,3.0,0.53,0.083,0.873,0.6,12.4,0.089,0.105,0.708,0.042,148.0,0.0,18.0,0.33,0.0,8721,0
butterbur ckd bld drnd wosalt,8.0,0.23,0.0,0.02,2.16,0.0,0.0,59.0,0.1,8,7.0,354.0,4.0,0.09,0.059,0.156,0.9,18.9,0.01,0.01,0.1,0.052,4.0,0.0,1.0,0,0.0,1967,0
frozen novelties juc type orange,95.0,0.5,0.0,0.0,23.17,0.1,19.99,9.0,0.47,8,13.0,100.0,8.0,0.02,0.022,0.008,0.1,25.7,0.01,0.03,0.16,0.018,18.0,0.0,1.0,0.04,0.0,6866,0
beverages carb cola fast-food cola,37.0,0.07,0.0,0.02,9.56,0.0,8.97,2.0,0.11,0,10.0,2.0,4.0,0.02,0.001,0.002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3454,0
cowpeas (blackeyes) immat seeds raw,90.0,2.95,0.09,0.35,18.83,5.0,3.0,126.0,1.1,51,53.0,431.0,4.0,1.01,0.13,0.56,2.3,2.5,0.11,0.145,1.45,0.067,168.0,0.0,41.0,0,0.0,8593,0
borage ckd bld drnd wosalt,25.0,2.09,0.197,0.81,3.55,0.0,0.0,102.0,3.64,57,55.0,491.0,88.0,0.22,0.143,0.385,0.9,32.5,0.059,0.165,0.94,0.088,10.0,0.0,219.0,0,0.0,9401,0
campbell's red  white bf w veg  barley soup cond,71.0,3.97,0.794,1.19,11.9,2.4,1.59,0.0,0.57,0,0.0,119.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5872,0
carrots ckd bld drnd wosalt,35.0,0.76,0.03,0.18,8.22,3.0,3.45,30.0,0.34,10,30.0,235.0,58.0,0.2,0.017,0.155,0.7,3.6,0.066,0.044,0.645,0.153,14.0,0.0,852.0,1.03,0.0,7043,0
beverages carb sprite lemon-lime wo caffeine,40.0,0.05,0.0,0.02,10.14,0.0,8.98,2.0,0.11,1,0.0,1.0,9.0,0.04,0.001,0.002,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0,0.0,2111,0
babyfood veg swt potatoes str,57.0,1.1,0.021,0.1,13.2,1.5,4.05,16.0,0.37,13,24.0,263.0,22.0,0.21,0.081,0.0,0.7,9.9,0.0279999999999999,0.033,0.358,0.093,10.0,0.0,322.0,0.52,0.0,10182,0
usda commodity salsa,36.0,1.5,0.0289999999999999,0.2,7.0,1.4,0.0,12.0,2.24,16,30.0,270.0,430.0,0.17,0.096,0.0,0.4,4.0,0.05,0.03,1.08,0.149,19.0,0.0,28.0,0,0.0,8707,0
veal australian shank fore bone-in ln  fat raw,145.0,19.58,2.948,7.42,0.0,0.0,0.0,15.0,0.99,0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,9873,0
vitasoy usa vitasoy organic classic original soymilk,47.0,3.2,0.21,1.8,4.5,0.4,2.0,17.0,0.44,0,0.0,156.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,0.0,8760,0
bev carb lo cal cola or peper-type w na saccharin  caffeine,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.0,0.02,1,11.0,4.0,16.0,0.03,0.013,0.009,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9214,0
cereals crm of wheat 1 minute ckd w h2o microwaved wo salt,55.0,1.95,0.094,0.37,10.67,1.5,2.98,126.0,4.88,8,28.0,23.0,4.0,0.25,0.044,0.236,0.0,0.0,0.0969999999999999,0.037,0.82,0.02,14.0,0.0,0.0,0.04,0.0,4079,0
beans french mature seeds ckd bld wosalt,129.0,7.05,0.083,0.76,24.02,9.4,0.0,63.0,1.08,56,102.0,370.0,6.0,0.64,0.115,0.382,1.2,1.2,0.13,0.062,0.546,0.105,75.0,0.0,0.0,0,0.0,6745,0
snake gourd  short ,14.579,0.54,0.1,0.26,2.15,2.29,0.46,17.9,0.2,15.07,21.33,84.0,2.5,0.11,0.05,0.11,0.0,2.3,0.03,0.02,0.33,0.06,17.74,0.0,0.0,0.01,0.00312,9009,0
worthington foods morningstar farms spicy black bean burger,168.0,14.6,0.9,6.1,19.1,6.0,1.8,91.0,2.0,0,98.0,385.0,489.0,0.6,0.0,0.0,0.0,0.0,0.06,0.2,0.6,0.05,38.0,0.0,0.0,0,0.0,6556,0
soursop raw,66.0,1.0,0.051,0.3,16.84,3.3,13.54,14.0,0.6,21,27.0,278.0,14.0,0.1,0.086,0.0,0.6,20.6,0.07,0.05,0.9,0.059,14.0,0.0,0.0,0.08,0.0,464,0
water btld non-carbonated naya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5285,0
beans snap grn cnd reg pk drnd sol,21.0,1.05,0.093,0.41,4.19,1.9,1.44,37.0,0.89,13,22.0,96.0,268.0,0.19,0.039,0.175,0.4,2.8,0.016,0.046,0.206,0.03,24.0,0.0,18.0,0.03,0.0,8060,0
purslane ckd bld drnd wosalt,18.0,1.49,0.0,0.19,3.55,0.0,0.0,78.0,0.77,67,37.0,488.0,44.0,0.17,0.114,0.307,0.9,10.5,0.031,0.09,0.46,0.07,9.0,0.0,93.0,0,0.0,2605,0
rice white glutinous unenr ckd,97.0,2.02,0.039,0.19,21.09,1.0,0.05,2.0,0.14,5,8.0,10.0,5.0,0.41,0.049,0.262,5.6,0.0,0.02,0.013,0.29,0.026,1.0,0.0,0.0,0.04,0.0,3386,0
beverages energy drk vault citrus flavor,49.0,0.0,0.0,0.0,12.99,0.0,12.99,2.0,0.02,3,0.0,3.0,12.0,0.0,0.005,0.0,0.2,0.0,0.025,0.0,0.015,0.0,0.0,0.0,0.0,0,0.0,753,0
potato  red skin ,73.134,1.83,0.0398699999999999,0.22,15.43,1.68,0.38,8.62,0.66,25.54,30.39,0.32,0.34,0.34,0.15,0.14,0.32,25.04,0.06,0.01,1.13,0.1,17.83,0.0,0.0,0.06,0.0002,6789,0
